talk_id	friend010	friend1019	friend1949	friend4984	friend8495	friend95100
40	T«i ®· rÊt khã chŞu trong nh÷ng ngµy nµy, ®õng ®Ó t«i ®¸nh b¹i.	Xem ra ta chØ thİch hîp lµm c«ng viÖc benzen th«, thªu hoa g× ®ã thËt sù kh«ng thİch hîp víi ta.	§«i khi t«i thùc sù thÊy m×nh kh¸ ngu ngèc, cã vÎ nh­ tÊt c¶ mäi thø ph¶i häc hái tõ chŞ g¸i t«i.	Phİa nam cã mét lo¹i trµ, phİa b¾c cã mét lo¹i trµ g¹ch, h­¬ng vŞ kh¸c nhau.	Th­¬ng S¬n, H¹nh H¶i ®Òu lµ phong c¶nh næi tiÕng nhÊt ®¹i lı.	BiÓu tû cña ta tõng lµ tiÓu th­ nhµ giµu, nh­ng nµng l¹i g¶ cho mét th­ sinh nghÌo.
41	HiÖn nay c¸c m«n ph¸i trong vâ l©m Trung Nguyªn ®Òu ®ang ®ãng gãp cho cuéc kh¸ng chiÕn chèng vµng.	T«i kh«ng bäc ch©n nhá, cã lÏ t«i kh«ng thÓ kÕt h«n, nh­ng t«i thµ nh­ vËy còng kh«ng bao gåm.	H·y ®Ó t«i häc kü n¨ng, h·y ch¾c ch¾n ®Ó suy nghÜ cÈn thËn, nÕu kh«ng quªn sÏ chi tiªu tiÒn oan.	NguyÔn Hßa Tú Bµ lµ nh÷ng nh¹c cô kh¸c nhau, ©m s¾c còng kh¸c nhau.	Ngµy 3 th¸ng 3 lµ phiªn chî n¸o nhiÖt nhÊt §¹i Lı, ®Õn lóc ®ã chóng ta còng ®i xem mét chót.	Than «i, r¨ng t«i ®au ®Õn chÕt, t«i kh«ng thÓ ¨n ®­îc.
42	Muèn nãi m«n ph¸i nµo vâ c«ng lîi h¹i, ®©y thËt ®óng lµ mét vÊn ®Ò.	Ha ha, quÇn ¸o ta xuÊt gi¸ ®· sím lµm xong, chØ chê ng­êi ®Õn c­íi ta.	Khi chiÕn ®Êu nhÊt ®Şnh ph¶i chó ı l­îng m¸u cña ta kh«ng cÈn thËn ta sÏ cóp m¸y.	Ph¸c th¶o tr¾ng lµ mét ph­¬ng ph¸p vÏ c¬ b¶n, chŞ g¸i biÕt.	MÆc dï ®i du lŞch lµ khã kh¨n, nh­ng cã thÓ lµm b¹n víi chŞ g¸i t«i kh«ng c¶m thÊy.	Cuéc sèng gièng nh­ mét v¸n c­îc, kh«ng cã th¾ng hay thua tuyÖt ®èi.
43	H«m nay h×nh d¹ng cña b¹n lµ xÊu.	Con ng­êi ngµn v¹n lÇn kh«ng thÓ dİnh vµo trß ch¬i nµy, cã bao nhiªu gia s¶n ®Òu sÏ b¹i s¹ch.	T«i vµ chŞ g¸i t«i sö dông thuèc thªm m¸u lµ kh¸c nhau, ph¶i nhí oh.	Phi tö c­êi chİnh lµ v¶i thiÒu, ha ha, ta thÊy v¶i thiÒu còng muèn c­êi, bëi v× nã qu¸ ngon.	Chóng ta h·y ng©m m×nh trong kh¸ch s¹n víi sóp th¬m sau khi chóng t«i vµo thŞ trÊn.	Gi¨m b«ng ngon h¬n thŞt x«ng khãi, ®Æc biÖt lµ sö dông nã ®Ó hÇm b¾p c¶i.
44	Anh biÕt giÊc m¬ cña t«i lµ g× kh«ng, quªn ®i, nãi anh còng kh«ng hiÓu.	T«i kh«ng tr¶ thï lín nh­ chŞ g¸i t«i, lı t­ëng cña t«i chØ lµ trë thµnh mét ng­êi phô n÷ b×nh th­êng.	MÆc dï chóng t«i rÊt bËn rén mçi ngµy, chóng t«i kh«ng quªn ¨n ®óng giê.	Lªn nói h¸i qu¶ d¹i, xuèng s«ng mß c¸, ®©y ®Òu lµ nh÷ng viÖc t«i th­êng lµm khi cßn nhá.	T«i trén tÊt c¶ c¸c lo¹i hoa vµ gia vŞ víi nhau vµ sau ®ã sö dông ph¸o n­íc suèi, vµ nã trë thµnh n­íc hoa.	Tr­íc kia ta ë kinh thµnh nh×n thÊy voi, nÕu nh­ ta cã thÓ c­ìi nã ®i d¹o chung quanh th× tèt råi.
45	§· tõng ¨n thŞt bß y yi mét lÇn, c¾n còng kh«ng c¾n ®­îc.	N¨m ngo¸i t«i gÇn nh­ ®· kÕt h«n, nh­ng ng­êi ®µn «ng sau ®ã ®· bá trèn.	Trong thùc tÕ, t«i cã thÓ lµm mét ng«i nhµ c« g¸i b¶n ®Şa, cöa ra vµo kh«ng ph¶i lµ hai cöa kh«ng b­íc, nh­ng t«i ®· chän con ®­êng nµy.	"T¹i sao khÕ ­íc réng më, vßng tay hai c¸i nh¶y tho¸t. C©u th¬ nµy nãi vÒ vßng tay mµ chóng ta ®ang ®eo."	Con gi¸p lµ mét lo¹i ®éng vËt gièng nh­ mét con siªu niªu, trªn bông c«ng cã thÓ t¶n m¸t ra mïi rÊt dÔ chŞu, chİnh lµ gi¸p h­¬ng.	Kh«ng biÕt chóng ta ®· ®i bao nhiªu dÆm?
46	T«i kh«ng thİch ngùa v× chóng cã bä chĞt trªn ng­êi.	Nãi n¨m ngo¸i kh«ng cã chuyÖn g¶ ra ngoµi, ta ®Õn nay vÉn canh c¸nh trong lßng.	NÕu mét ngµy cã thÓ cã mét cöa hµng rÊt lín bªn trong tÊt c¶ mäi thø cã ®Ó b¸n, thùc phÈm vµ quÇn ¸o vµ ®i l¹i tÊt c¶, sau ®ã tèt nh­ thÕ nµo.	B¹n ®· bao giê t×m thÊy tÊt c¶ c¸c chµng trai thİch mÆc quÇn ¸o mµu xanh l¸ c©y trong n¨m nay?	Muèn lÊy gi¸p h­¬ng tr­íc hÕt ph¶i tµn nhÉn s¸t h¹i nã, thËt ®¸ng th­¬ng a.	Khi mÆt trêi lÆn, chóng ta cã thÓ dõng l¹i trªn ®Ønh ®åi ®Ó xem.
47	Khi giã thæi qua lau sËy, nã lu«n lu«n nh¾c nhë t«i vÒ qu¸ khø.	Tr¸i c©y ®á cßn ®­îc gäi lµ t¸o gai, nÕu sö dông ®­êng phÌn ®Ó nÊu sÏ rÊt ngon.	C©y d©u t»m mïa hÌ sÏ kÕt d©u t»m, rÊt ngät vµ ngon.	T«i thİch nh×n vµo g­¬ng nhÊt, nh­ng g­¬ng kh«ng cã h×nh ¶nh ph¶n chiÕu râ rµng trong n­íc.	Than «i, cã mét con muçi ®ang c¾n em g¸i t«i vµ giÕt nã!	Khi kÕt hîp quÇn ¸o, nÕu b¹n kh«ng ch¾c ch¾n vÒ mµu s¾c, chän mµu s¾c gÇn ®óng ®Ó mÆc, hoÆc víi mµu tr¾ng.
48	Khi nµo chóng ta cã thÓ thÊy thêi ®¹i hßa b×nh ®Õn!	T«i sÏ yªu cÇu häa sÜ vÏ cho t«i mét bøc ch©n dung ®Ó lµm kû niÖm.	Khi t«i vÒ nhµ vµo n¨m míi, t«i mang cho chŞ d©u t«i mét sè t¸o ®á, c« Êy sÏ cã mét em bĞ ngay lËp tøc.	T«i thİch ®Æt mét İt t­¬ng ít trong b÷a ¨n, sù thÌm ¨n sÏ ®Æc biÖt tèt.	Th»n l»n, nã tr«ng xÊu xİ, ®õng ®Ó t«i nh×n thÊy nã mét lÇn n÷a.	§«i khi sö dông mµu s¾c t­¬ng ph¶n ®Ó phï hîp víi quÇn ¸o còng cã t¸c dông kh¸c th­êng.
49	Sinh ra trong lo¹i lo¹n thÕ nµy thËt sù lµ bi ai a!	C¾m tr¹i trong tù nhiªn vµo ban ®ªm ph¶i ®èt löa, nói rÊt l¹nh.	Trêi m­a, kh«ng khİ lu«n trong lµnh.	T«i ®· ¨n b¸nh lín trong hai th¸ng khi t«i nghÌo nhÊt, than «i, chØ ®Ó mua thªm hai bé quÇn ¸o ®Ñp.	NÕu tû tû thËt sù thİch c­ìi ngùa, ta còng sÏ cïng nhau c­ìi ®i.	Trang ®iÓm cã thÓ lµm cho phô n÷ c¶m ®éng h¬n, ®Ñp, chŞ em kh«ng nªn bá qua ah!
50	C¸ch mét canh giê ta ®Òu ph¶i nghØ ng¬i mét chót.	§· l©u kh«ng ngöi thÊy mïi hoa, thùc sù tho¶i m¸i, tinh thÇn ®· ®­îc th­ gi·n.	Nh÷ng b«ng hoa në ®Çu tiªn vµo mïa xu©n lµ hoa mïa xu©n, vµ mïa hÌ ®Ñp nhÊt lµ hoa sen.	Bçng nhiªn nhí tíi anh hä t«i, anh Êy giái thæi s¸o nhÊt, nh­ng anh Êy kh«ng cã tiÒn ®Ó ®i häc, lµm ruéng ë quª nhµ.	Mét mïi lín cña mét con ngùa ah, ngùa cña chóng t«i nªn t¾m oh!	T«i tin r»ng chóng t«i sÏ ®­îc h¹nh phóc trong t­¬ng lai.
