TitleName	TitleId	Color	SpeicalGraphic	FaceId	AuraSkill	AuraSkillLevel	ExtSkill1	ExtSkillLevel1	ExtSkill2	ExtSkillLevel2	ExtSkill3	ExtSkillLevel3	ExtSkill4	ExtSkillLevel4	ExtSkill5	ExtSkillLevel5	Memo
anh hïng vâ thuËt	209	"236,73,242"	162	0	0	0	830	3	0	0	0	0	0	0	0	0	
Vâ L©m Chİ T«n	210	"236,73,242"	163	0	0	0	830	4	0	0	0	0	0	0	0	0	
Thiªn H¹ V« Song	211	"236,73,242"	164	0	0	0	830	5	0	0	0	0	0	0	0	0	
cã tµi	212	"236,73,242"	165	0	0	0	0	0	0	0	0	0	0	0	0	0	
Tµi n¨ng sè 1 Jianwang	213	"236,73,242"	165	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ng­êi phô n÷ tµi n¨ng sè 1 cña Jianwang	214	"236,73,242"	165	0	0	0	0	0	0	0	0	0	0	0	0	0	
toµn tri	215	"236,73,242"	165	0	0	0	0	0	0	0	0	0	0	0	0	0	
ng­êi ®µn «ng v« ®Şch	216	"236,73,242"	165	0	0	0	0	0	0	0	0	0	0	0	0	0	
häc giµu n¨m xe	217	"236,73,242"	165	0	0	0	0	0	0	0	0	0	0	0	0	0	
HiÖp sÜ s«ng hå	218	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ng­êi lín tuæi	219	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
cùu chiÕn binh	220	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
«ng giµ	221	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hæ bay	222	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Nhµ v« ®Şch Santo	223	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
S¸ch Th¬m Mùc ¶nh Hµo Hïng	224	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2010¹ÙÍøÕ÷ÎÄ½±Àø
Ngh×n chĞn r­îu anh hïng trong lóc ho¹n n¹n	225	"236,73,242"	145	0	0	0	1028	2	0	0	0	0	0	0	0	0	2011ÄêVIP¹â»·
Mét anh hïng hµo hiÖp táa s¸ng trªn Kyushu	226	"236,73,242"	162	0	0	0	1028	3	0	0	0	0	0	0	0	0	2011ÄêVIP¹â»·
KiÕm thuËt ®¸ng tù hµo thÕ giíi chÊn ®éng bÇu trêi	227	"236,73,242"	163	0	0	0	1028	4	0	0	0	0	0	0	0	0	2011ÄêVIP¹â»·
Trªn ®êi kh«ng cã anh hïng	228	"236,73,242"	164	0	0	0	1028	5	0	0	0	0	0	0	0	0	2011ÄêVIP¹â»·
m­êi b¨ng ®¶ng hµng ®Çu	229	"236,73,242"	149	0	0	0	0	0	0	0	0	0	0	0	0	0	
Vua PK	230	"236,73,242"	170	0	0	0	0	0	0	0	0	0	0	0	0	0	
TËp hîp c¸c anh hïng kiÕm Jinshan ®Çu tiªn	231	"236,73,242"	171	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê×½ì½ğÉ½ÂÛ½£
Chñ s«ng hå	232	"236,73,242"	172	0	0	0	1200	2	0	0	0	0	0	0	0	0	2012ÄêVIP¹â»·1
anh hïng vâ thuËt	233	"236,73,242"	173	0	0	0	1200	3	0	0	0	0	0	0	0	0	2012ÄêVIP¹â»·2
kiÕm sÜ tèi cao	234	"236,73,242"	174	0	0	0	1200	4	0	0	0	0	0	0	0	0	2012ÄêVIP¹â»·3
®éc ®¸o trªn thÕ giíi	235	"236,73,242"	175	0	0	0	1200	5	0	0	0	0	0	0	0	0	2012ÄêVIP¹â»·4
Long Tranh Hæ ®Êu	236	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
§éc C« CÇu B¹i	237	"236,73,242"	177	0	0	0	1240	5	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ
Vâ L©m Chİ T«n	238	"236,73,242"	178	0	0	0	1241	4	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ
NhÊt §¹i T«ng s­ 	239	"236,73,242"	179	0	0	0	1242	3	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ
TuyÖt ThÕ Cao Thñ	240	"236,73,242"	180	0	0	0	1243	2	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ
Vang Danh Giang Hå	241	"236,73,242"	181	0	0	0	1244	1	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ
HiÖp Danh ViÔn B¸	242	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ
Vâ L©m T©n Tó	243	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ
Míi nhËp giang hå 	244	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ
Vâ L©m Minh Chñ	245	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ
Vâ L©m Minh Chñ	3000	"236,73,242"	162	0	0	0	976	10	977	20	990	10	0	0	0	0	2011VLMC
ThËp §¹i Cao Thñ	3001	"236,73,242"	162	0	0	0	976	6	977	20	990	6	0	0	0	0	2011VLMC
§Ö NhÊt Chñ So¸i	246	"236,73,242"	0	0	0	0	1205	4	0	0	0	0	0	0	0	0	µÚÒ»Ö÷Ë§³ÆºÅ
cùu anh hïng	247	"236,73,242"	176	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎôÈÕ´óÏÀ»î¶¯1
Vò L©n Thiªn Giao	248	"236,73,242"	176	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎôÈÕ´óÏÀ»î¶¯2
anh hïng lang b¨m	249	"236,73,242"	176	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎôÈÕ´óÏÀ»î¶¯3
KiÕm Yao Kyushu	250	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¸ßÊÖÈ¥ÄÄÇø·şÑ¡°Î
c¸i nh×n ®Çu tiªn	251	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	³õ¿úÃÅ¾¶
Nhãm ®Çu tiªn cña cuéc thi tuyÓn chän H¸n ViÖt	252	"236,73,242"	187	0	0	0	1259	3	0	0	0	0	0	0	0	0	ÖĞÔ½Ñ¡²¦ÈüµÚÒ»°ï
8 ng­êi ch¬i hµng ®Çu trong c¸c thö nghiÖm Trung Quèc-ViÖt Nam	253	"236,73,242"	187	0	0	0	1259	3	0	0	0	0	0	0	0	0	ÖĞÔ½Ñ¡°ÎÈüÇ°8Ç¿Ñ¡ÊÖ
§éi Kú L©n Rång Trung Quèc-ViÖt Nam lÇn thø 2	254	"236,73,242"	186	0	0	0	0	0	0	0	0	0	0	0	0	0	ÖĞÔ½Ñ¡°ÎÈüÇ°8Ç¿Ñ¡ÊÖ
Thiªn H¹ V« Song	255	"236,73,242"	193	0	0	0	1260	3	0	0	0	0	0	0	0	0	Ô½ÄÏÁú»¢ËÎ½ğÖÜ»ı·ÖµÚÒ»Ãû³ÆºÅ
Th©n Thñ BÊt Phµm	256	"236,73,242"	194	0	0	0	1260	2	0	0	0	0	0	0	0	0	Ô½ÄÏÁú»¢ËÎ½ğÖÜ»ı·ÖµÚ¶şÃû³ÆºÅ
Vang Danh Tø Ph­¬ng	257	"236,73,242"	195	0	0	0	1260	1	0	0	0	0	0	0	0	0	Ô½ÄÏÁú»¢ËÎ½ğÖÜ»ı·ÖµÚÈıÃû³ÆºÅ
Vâ Häc Kú Tµi	258	"236,73,242"	196	0	0	0	1261	10	0	0	0	0	0	0	0	0	Ô½ÄÏÁú»¢ËÎ½ğÖÜ»ı·ÖµÚËÄÃû³ÆºÅ
v« sè anh em	259	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
KiÕm kh¸ch yªu cÊp 200 tiªn nh©n	260	"236,73,242"	197	0	0	0	0	0	0	0	0	0	0	0	0	0	µÇ·åÔì¼«£¨µÚÒ»¸ö200×ª×¨ÓÃ£©
s«ng vµ hå	261	"236,73,242"	172	0	0	0	1277	2	0	0	0	0	0	0	0	0	2013ÄêVIP¹â»·1
HiÖp sÜ bèn biÓn	262	"236,73,242"	173	0	0	0	1277	3	0	0	0	0	0	0	0	0	2013ÄêVIP¹â»·2
anh hïng vâ thuËt	263	"236,73,242"	174	0	0	0	1277	4	0	0	0	0	0	0	0	0	2013ÄêVIP¹â»·3
tèi cao thÕ giíi	264	"236,73,242"	175	0	0	0	1277	5	0	0	0	0	0	0	0	0	2013ÄêVIP¹â»·4
mét ng­êi cã ®­îc con ®­êng	265	"236,73,242"	0	0	0	0	1281	1	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯
hai con rång cÊt c¸nh	266	"236,73,242"	0	0	0	0	1281	2	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯
Tam D­¬ng Khai §µi	267	"236,73,242"	0	0	0	0	1281	3	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯
Bé tø héi tô	268	"236,73,242"	0	0	0	0	1281	4	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯
Ngò Phóc	269	"236,73,242"	0	0	0	0	1281	5	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯
s¸u hîp ®ång giã	270	"236,73,242"	0	0	0	0	1281	6	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯
b¶y ng«i sao táa s¸ng	271	"236,73,242"	0	0	0	0	1281	7	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯
uy tİn	272	"236,73,242"	0	0	0	0	1281	8	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯
Chİn l­ît thµnh c«ng	273	"236,73,242"	0	0	0	0	1281	9	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯
hoµn h¶o 	274	"236,73,242"	0	0	0	0	1281	10	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯
th×a nh¶y móa	275	"236,73,242"	0	0	0	0	1282	1	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯
Kim Thoa	276	"236,73,242"	0	0	0	0	1282	2	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯
th¶o qu¶	277	"236,73,242"	0	0	0	0	1282	3	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯
B¹ch Ngäc 	278	"236,73,242"	0	0	0	0	1282	4	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯
®µo vµ mËn	279	"236,73,242"	0	0	0	0	1282	5	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯
th­ hoa	280	"236,73,242"	0	0	0	0	1282	6	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯
v­¬ng miÖn yÕu	281	"236,73,242"	0	0	0	0	1282	7	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯
®øng	282	"236,73,242"	0	0	0	0	1282	8	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯
kh«ng bèi rèi	283	"236,73,242"	0	0	0	0	1282	9	0	0	0	0	0	0	0	0	Ìì¶¨ĞÇ¼¶Ôù³ÆºÅ»î¶¯
thÆng d­ hµng n¨m	284	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ
giµu ®ã	285	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ
DÆm Bµnh Thµnh	286	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ
kÕ ho¹ch lín	287	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ
sum häp gia ®×nh	288	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ
lu«n b×nh yªn	289	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ
b­íc lªn	290	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ
Tr­êng hîp b×nh ®¼ng	291	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ
Chunxuan vµ xum xuª	292	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ
Tµi Léc gÆt hoµi kh«ng hÕt	293	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ
chóc may m¾n	294	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ
rång vµ ph­îng	295	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ
§Çy vµng ngäc	296	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ
tiÒn th­ëng h¹nh phóc	297	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ
Subinanshan	298	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ
§éc C« CÇu §Şch	299	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¶À¹ÂÎŞµĞ
2012 offline gÆp gì b¨ng ®¶ng kû niÖm	300	"236,73,242"	199	0	0	0	1174	4	0	0	0	0	0	0	0	0	2012ÏßÏÂ°ï»á¼ûÃæ¼ÍÄî
Thiªn h¹ ®Ö nhÊt # B¨ng ®¶ng v« song	301	16762880	200	0	0	0	0	0	0	0	0	0	0	0	0	0	2012ÄêÌìÏÂµÚÒ»°ï¹â»·
S«ng hå v« song S­ tö v« song	302	"236,73,242"	201	0	0	0	0	0	0	0	0	0	0	0	0	0	2012ÄêÌìÏÂµÚÒ»°ï¹â»·
2012 Top 16 cña nhãm ®Çu tiªn trªn thÕ giíi	303	"236,73,242"	202	0	0	0	0	0	0	0	0	0	0	0	0	0	2012ÄêÌìÏÂµÚÒ»°ï¹â»·
§¹t ®Õn ®Ønh cao	304	"236,73,242"	197	0	0	0	0	0	0	0	0	0	0	0	0	0	µÇ·åÔì¼«(200×ªÍæ¼Ò½±Àø)
anh hïng wechat	305	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Î¢ĞÅ»î¶¯
Tèng binh	306	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ
Tèng HiÖu óy	307	"236,73,242"	0	0	0	0	1313	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ
Tèng Thèng lÜnh	308	"236,73,242"	0	0	0	0	1314	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ
Tèng Phã t­íng	309	"236,73,242"	0	0	0	0	1315	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ
Tèng §¹i t­íng	310	"236,73,242"	0	0	0	0	1316	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ
Kim binh	311	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ
Kim HiÖu óy	312	"236,73,242"	0	0	0	0	1313	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ
Kim Thèng LÜnh	313	"236,73,242"	0	0	0	0	1314	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ
Kim Phã t­íng	314	"236,73,242"	0	0	0	0	1315	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ
Kim §¹i t­íng	315	"236,73,242"	0	0	0	0	1316	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ
s¸t thñ sãi	316	16762880	0	0	0	0	1281	8	1282	8	0	0	0	0	0	0	¶ñÀÇÀ´Ï®³ÆºÅ
Golden Ge Iron Horse	317		0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂ·ş³ÆºÅ
T­íng TrÊn ViÔn	318	16762880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
T­íng Tuyªn VÖ	319	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
T­íng qu©n §Şnh ViÔn	320	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
t­íng kiÓm l©m	321	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Chiªu Vâ HiÖu óy	322	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Trung óy Ren Yong	323	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
…”•B¸ Chñ ThÊt Thµnh•“…      	324	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2013Íæ¼Ò¼ûÃæ»á
Thiªn H¹ §Ö NhÊt Bang 	325	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ğÕ½³¡»ı·ÖÅÅÃûµÚÒ»
Thiªn H¹ §Ö NhÊt - Bang V« Song V­¬ng	326	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ğÕ½³¡»ı·ÖÅÅÃûµÚ¶ş
§éc Bé Giang Hå - C¸i ThÕ Hïng S­	327	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ğÕ½³¡»ı·ÖÅÅÃûµÚÈı
16 C­êng Thiªn H¹ §Ö NhÊt Bang n¨m 2012	328	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ğÕ½³¡»ı·ÖÅÅÃûµÚËÄ
§¨ng Phong T¹o Cùc	329	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ğÕ½³¡»ı·ÖÅÅÃûµÚÎå
Hµo HiÖp Wechat	330	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ğÕ½³¡»ı·ÖÅÅÃûµÚÁù
Tèng binh	331	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ğÕ½³¡»ı·ÖÅÅÃûµÚÆß
Tèng HiÖu óy	332	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ğÕ½³¡»ı·ÖÅÅÃûµÚ°Ë
Tèng Thèng lÜnh	333	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ğÕ½³¡»ı·ÖÅÅÃûµÚ¾Å
Tèng Phã t­íng	334	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ğÕ½³¡»ı·ÖÅÅÃûµÚÊ®
Tèng §¹i t­íng	335	16762880	0	0	0	0	1281	8	1282	8	0	0	0	0	0	0	»ªÉ½Ê®´ó¸ßÊÖ
Kim binh	336	16762880	143	0	0	0	0	0	0	0	0	0	0	0	0	0	Î¢ĞÅ»î¶¯
Kim HiÖu óy	337	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Î¢ĞÅ»î¶¯
Kim Thèng LÜnh	338	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Î¢ĞÅ»î¶¯
Kim Phã t­íng	339	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÔµÇ£»ªÉ½
Kim §¹i t­íng	340	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂ·ş³ÆºÅ
Cao Thñ §å Long	341	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	YY»î¶¯
Kim Qua ThiÕt M·	342	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	YY»î¶¯
ChÊn ViÔn §¹i T­íng Qu©n	343	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	YY»î¶¯
Tuyªn Uy T­íng Qu©n	344	"236,73,242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	YY»î¶¯
§Şnh ViÔn T­íng Qu©n	345	16762880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÇøÓò¹¤×÷ÈËÔ±
Du Kú T­íng Qu©n	346		0	0	0	0	1450	5	0	0	0	0	0	0	0	0	ÖĞÔ½Ñ¡°ÎÈü
Chiªu Vâ HiÖu óy	347		0	0	0	0	1450	3	0	0	0	0	0	0	0	0	ÖĞÔ½Ñ¡°ÎÈü
Nh©n Dòng T­íng Qu©n	348		202	0	0	0	0	0	0	0	0	0	0	0	0	0	2013ÄêÌìÏÂµÚÒ»°ï¹â»·
2013¹ãÖİÓ¢ĞÛ¾ÛÊ×	349		0	0	0	0	1452	4	0	0	0	0	0	0	0	0	½ğÅÆµÚÒ»°ï
§éc B¸ Thiªn H¹	350		0	0	0	0	1452	3	0	0	0	0	0	0	0	0	½ğÅÆµÚÒ»°ï
Uy M·nh V« Song	351		0	0	0	0	1452	2	0	0	0	0	0	0	0	0	½ğÅÆµÚÒ»°ï
Lùc ¸p QuÇn Hïng	352		0	0	0	0	1452	1	0	0	0	0	0	0	0	0	½ğÅÆµÚÒ»°ï
Tø TuyÖt chiÕn tr­êng	353		0	0	0	0	1455	16	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯
Ngò TuyÖt chiÕn tr­êng	354		0	0	0	0	1455	15	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯
Lôc TuyÖt chiÕn tr­êng	355		0	0	0	0	1455	14	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯
ThÊt TuyÖt chiÕn tr­êng 	356		0	0	0	0	1455	13	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯
B¸t TuyÖt chiÕn tr­êng	357		0	0	0	0	1455	12	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯
Cöu TuyÖt chiÕn tr­êng	358		0	0	0	0	1455	11	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯
ThËp TuyÖt chiÕn tr­êng	359		0	0	0	0	1455	10	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯
Hoa S¬n tuyÖt ®Ønh	360		0	0	0	0	1455	9	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯
Gi¸p Qu¸n QuÇn Hïng - Kiªu Dòng TuyÖt Lu©n	361		0	0	0	0	1455	8	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯
Vâ Lùc Kinh ThÕ - TuyÖt TrÊn Nhung Ngò	362		0	0	0	0	1455	7	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯
Hõng T­ Anh Ph¸t - BÊt Phµm ChiÕn L÷	363		0	0	0	0	1450	5	0	0	0	0	0	0	0	0	ÖĞÔ½Ñ¡°ÎÈü
Duyªn Khiªn Hoa S¬n	364		0	0	0	0	1454	1	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯
Hoa S¬n LuËn KiÕm	365		0	0	0	0	1454	3	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯
Phó Kh¶ §Şch Quèc	366		0	0	0	0	1454	6	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯
Ph¸ Qu©n	367		145	0	0	0	1277	2	0	0	0	0	0	0	0	0	2014ÄêVIP¹â»·1
Vâ Khóc	368		172	0	0	0	1277	3	0	0	0	0	0	0	0	0	2014ÄêVIP¹â»·2
Tham Lang	369		162	0	0	0	1277	4	0	0	0	0	0	0	0	0	2014ÄêVIP¹â»·3
HuyÕt Dôc	370		163	0	0	0	1277	5	0	0	0	0	0	0	0	0	2014ÄêVIP¹â»·4
ChiÕn Thiªn	371		164	0	0	0	1277	6	0	0	0	0	0	0	0	0	2014ÄêVIP¹â»·5
Th­¬ng Hång	372		0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯
Lang H¹o	373		0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯
TriÖu M·nh	374		0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯
Th­¬ng H©n	375		0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯
Tèng binh	376		0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯
Kim binh	377		0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯
Thiªn H¹ V« §Şch	378		0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯
Thiªn H¹ ThËp C­êng	379		0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯
T©n thñ 	380		0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯
Sù phån vinh	381		0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯
chóc may m¾n	382		0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯
rång vµ ph­îng	383		0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯
§Çy vµng ngäc	384		0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯
tiÒn th­ëng h¹nh phóc	385		0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯
Subinanshan	386		0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ê®Äê»î¶¯
Nh÷ng g× diÔn ra xung quanh	387	16762880	0	0	0	0	1494	8	1495	8	0	0	0	0	0	0	ÉÆÓĞÉÆ±¨
Fengming Kyushu	388		0	0	0	0	0	0	0	0	0	0	0	0	0	0	ĞÂ·ş³ÆºÅ
chóng ta cã thÓ mua trµ trøng	389		0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÔÂ¶È»î¶¯
